NE Name,Shelf,Slot,Port,Port Name,ONTs
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,7,TRK XI1162 (ITAGU-116-02-CO2),17
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,8,TRK XI1172 (ITAGU-117-02-CO2),11
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,9,TRK XI1182 (ITAGU-118-02-CO2),12
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,10,TRK XI1192 (ITAGU-119-02-CO2),20
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,11,TRK XI0885 (ITAGU-88-05-CO2),2
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,12,TRK XI1772 (ITAGU-177-02-CO2),4
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,13,TRK XI1423 (ITAGU-142-03-CO2),16
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,14,TRK XI1782 (ITAGU-178-02-CO2),13
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,15,TRK XI1443 (ITAGU-144-03-CO2),15
ZAC-ANT.ATP_ITAGUI-N1-C600,1,7,16,TRK XI0951 (ITAGU-95-01-CO2),9
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,1,TRK XI0961 (ITAGU-96-01-CO2),3
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,2,TRK XI1141 (ITAGU-114-01-CO2),22
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,3,TRK XI1173 (ITAGU-117-03-CO2),9
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,4,TRK XI1183 (ITAGU-118-03-CO2),6
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,5,TRK XI1193 (ITAGU-119-03-CO2),10
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,6,TRK XI1203 (ITAGU-120-03-CO2),4
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,7,TRK XI1151 (ITAGU-115-01-CO2),22
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,8,TRK XI1411 (ITAGU-141-01-CO2),6
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,9,TRK XI1421 (ITAGU-142-01-CO2),6
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,10,TRK XI0895 (ITAGU-89-05-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,11,TRK XI0905 (ITAGU-90-05-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,12,TRK XI0915 (ITAGU-91-05-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,13,TRK XI0945 (ITAGU-94-05-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,14,TRK XI0955 (ITAGU-95-05-CO2),9
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,15,TRK XI0965 (ITAGU-96-05-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,8,16,TRK XI0975 (ITAGU-97-05-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,1,TRK XI0985 (ITAGU-98-05-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,2,TRK XI0995 (ITAGU-99-05-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,3,TRK XI1005 (ITAGU-100-05-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,4,TRK XI1015 (ITAGU-101-05-CO2),2
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,5,TRK XI1025 (ITAGU-102-05-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,6,TRK XI1035 (ITAGU-103-05-CO2),2
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,7,TRK XI1045 (ITAGU-104-05-CO2),7
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,8,TRK XI1215 (ITAGU-121-05-CO2),5
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,9,TRK XI1225 (ITAGU-122-05-CO2),8
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,10,TRK XI1235 (ITAGU-123-05-CO2),18
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,11,TRK XI1345 (ITAGU-134-05-CO2),30
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,12,TRK XI1355 (ITAGU-135-05-CO2),32
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,13,TRK XI1385 (ITAGU-138-05-CO2),16
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,14,TRK XI1415 (ITAGU-141-05-CO2),20
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,15,TRK XI0854 (ITAGU-85-04-CO2),8
ZAC-ANT.ATP_ITAGUI-N1-C600,1,9,16,TRK XI0864 (ITAGU-86-04-CO2),25
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,1,TRK XI0874 (ITAGU-87-04-CO2),10
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,2,TRK XI0884 (ITAGU-88-04-CO2),16
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,3,TRK XI0894 (ITAGU-89-04-CO2),5
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,4,TRK XI0904 (ITAGU-90-04-CO2),20
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,5,TRK XI0914 (ITAGU-91-04-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,6,TRK XI0924 (ITAGU-92-04-CO2),25
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,7,TRK XI0934 (ITAGU-93-04-CO2),17
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,8,TRK XI0944 (ITAGU-94-04-CO2),23
ZAC-ANT.ATP_ITAGUI-N1-C600,1,12,9,TRK XI0954 (ITAGU-95-04-CO2),17
